"discipline","Institutions","Cites","Top_Papers","Cites_Per_Paper","rank_position"
"clinical_medicine","NARAYANA HLTH","6096","10","77.16","4885"
"clinical_medicine","INSTITUTO DE INVESTIGACION SANITARIA LA FE (IIS LA FE)","6093","6","21.84","4886"
"clinical_medicine","PACIFIC COMMUNITY","6092","6","380.75","4887"
"clinical_medicine","CTR PREVENZ CARDIOVASC UDINE","6091","3","2030.33","4888"
"clinical_medicine","ST LUKES HOSP","6089","8","18.34","4889"
"clinical_medicine","ECOLE DES HAUTES ETUDES EN SANTE PUBLIQUE (EHESP)","6088","7","11.73","4890"
"clinical_medicine","EMD SERONO INC.","6082","8","23.57","4891"
"clinical_medicine","GEORGIA DEPT PUBL HLTH","6081","16","42.23","4892"
"clinical_medicine","MEDISTRA HOSPITAL","6080","8","66.09","4893"
"clinical_medicine","PUBLIC HEALTH INSTITUTE","6079","6","23.65","4894"
"clinical_medicine","ICF","6072","12","38.92","4895"
"clinical_medicine","UNIVERSITY OF CENTRAL PUNJAB","6071","11","61.32","4896"
"clinical_medicine","INTERNATIONAL LIVESTOCK RESEARCH INSTITUTE (ILRI)","6071","9","56.21","4896"
"clinical_medicine","ADELPHI GROUP LTD","6068","6","15.56","4897"
"clinical_medicine","ISTANBUL KARTAL KOSUYOLU YUKSEK IHTISAS TRAINING & RESEARCH HOSPITAL","6068","3","11.2","4897"
"clinical_medicine","ALIGARH MUSLIM UNIVERSITY","6067","9","15.6","4898"
"clinical_medicine","PIUS-HOSPITAL OLDENBURG","6066","7","17.89","4899"
"clinical_medicine","TESARO","6062","8","159.53","4900"
"clinical_medicine","MUSASHINO RED CROSS HOSP","6062","12","31.41","4900"
"clinical_medicine","WASHINGTON DC VET AFFAIRS MED CTR","6061","4","48.88","4901"
"clinical_medicine","SOLTI BREAST CANCER RESEARCH GROUP","6057","10","46.95","4902"
"clinical_medicine","SAINT GORAN'S HOSPITAL","6057","7","21.95","4902"
"clinical_medicine","ASKLEPIOS FACHKLINIKEN MUNCHEN GAUTING","6056","3","100.93","4903"
"clinical_medicine","TSUCHIURA KYODO HOSPITAL","6056","5","11.87","4903"
"clinical_medicine","UNIVERSITY OF ARKANSAS LITTLE ROCK","6055","3","18.86","4904"
"clinical_medicine","KAHRAMANMARAS SUTCU IMAM UNIVERSITY","6055","0","6.77","4904"
"clinical_medicine","TOURO UNIVERSITY CALIFORNIA","6054","5","19.78","4905"
"clinical_medicine","GUSTAVE ROUSSY CANC CAMPUS","6053","5","189.16","4906"
"clinical_medicine","UNIV HOSP ANTWERP","6052","1","864.57","4907"
"clinical_medicine","ARBAMINCH COLL HLTH SCI","6050","5","318.42","4908"
"clinical_medicine","HOSP UNIV DR NEGRIN","6050","6","36.45","4908"
"clinical_medicine","AMBULANCE VICTORIA","6046","6","16.34","4909"
"clinical_medicine","WESFARMERS LIMITED","6045","10","24.38","4910"
"clinical_medicine","ERZINCAN BINALI YILDIRIM UNIVERSITY","6045","5","8.24","4910"
"clinical_medicine","PACIFIC COMMUN","6038","3","2012.67","4911"
"clinical_medicine","EMERGENCY UNIV","6037","1","2012.33","4912"
"clinical_medicine","CANC SPECIALISTS NORTH FLORIDA","6036","5","208.14","4913"
"clinical_medicine","DEPT PATHOL","6034","6","21.4","4914"
"clinical_medicine","KAROHINSKA UNIV HOSP","6033","1","6033","4915"
"clinical_medicine","KOREA HLTH IND DEVEHOPMENT INST","6033","1","6033","4915"
"clinical_medicine","MARKET ACCESS","6033","1","6033","4915"
"clinical_medicine","MEDICHERN","6033","1","6033","4915"
"clinical_medicine","MINISTIY HLTH & MED EDUC","6033","1","6033","4915"
"clinical_medicine","SAN RAFFAELE TELETHON INSTITUTE FOR GENE THERAPY (SR-TIGET)","6032","7","33.89","4916"
"clinical_medicine","TERGOOI HOSP","6029","4","27.66","4917"
"clinical_medicine","CANCER THERAPY & RESEARCH CENTER","6026","3","51.5","4918"
"clinical_medicine","CLIN MICROBIOL & PARASITOL UNIT","6025","2","3012.5","4919"
"clinical_medicine","BROOMFIELD HOSPITAL","6022","4","19.49","4920"
"clinical_medicine","MID ESSEX HOSPITAL SERVICES NHS TRUST","6022","4","19.49","4920"
"clinical_medicine","SHAANXI NORMAL UNIVERSITY","6022","3","15.64","4920"
"clinical_medicine","MIAMI VET AFFAIRS HEALTHCARE SYST","6017","2","150.43","4921"
"clinical_medicine","ABASYN UNIV","6014","18","139.86","4922"
"clinical_medicine","SIXTH MEDICAL CENTER OF CHINESE PLA GENERAL HOSPITAL","6014","2","18.39","4922"
"clinical_medicine","MALCOM RANDALL VA MED CTR","6007","8","63.9","4923"
"clinical_medicine","OSPEDALE SANDRO PERTINI","6003","6","17.81","4924"
"clinical_medicine","SOCIAL & SCIENTIFIC SYSTEMS","6002","4","33.53","4925"
"clinical_medicine","UNIV HOSP LLANDOUGH","6001","6","37.27","4926"
"clinical_medicine","WEST HERTFORDSHIRE HOSP NHS TRUST","5998","6","65.91","4927"
"clinical_medicine","BIOLAND LAB","5995","10","30.13","4928"
"clinical_medicine","INST MOTHER & CHILD HLTH","5993","3","15.02","4929"
"clinical_medicine","SKIN CANCER FOUNDATION AUSTRALIA","5992","7","41.9","4930"
"clinical_medicine","ANEURIN BEVAN UNIV HLTH BOARD","5992","5","32.04","4930"
"clinical_medicine","CTR CARDIOL NORD","5990","13","24.96","4931"
"clinical_medicine","HOSP GEN UNIV CIUDAD REAL","5989","6","17.82","4932"
"clinical_medicine","SYMBIOSIS INSTITUTE OF HEALTH SCIENCES (SIHS)","5987","8","315.11","4933"
"clinical_medicine","LABBAFINEJAD MED CTR","5985","5","332.5","4934"
"clinical_medicine","UNIV SWAT","5985","13","108.82","4934"
"clinical_medicine","JAI PRAKASH NARAYAN APEX TRAUMA CENTER","5984","2","40.71","4935"
"clinical_medicine","NATIONAL UNIVERSITY OF ROSARIO","5984","6","20.71","4935"
"clinical_medicine","MIDWESTERN UNIVERSITY - GLENDALE","5984","6","13.24","4935"
"clinical_medicine","SHIFA TRUST EYE HOSP","5982","3","1994","4936"
"clinical_medicine","BRAZILIAN CLIN RES INST","5980","11","94.92","4937"
"clinical_medicine","HOSP MADRID NORTE SANCHINARRO","5977","3","175.79","4938"
"clinical_medicine","ROYAL UNITED HOSP BATH NHS FDN TRUST","5977","11","23.26","4938"
"clinical_medicine","MINIST HLTH SOCIAL POLICY & EQUAL","5974","5","853.43","4939"
"clinical_medicine","AMGEN RESEARCH MUNICH GMBH","5972","13","61.57","4940"
"clinical_medicine","PEOPLES LIBERAT ARMY","5972","3","17.83","4940"
"clinical_medicine","NETHERLANDS LEPROSY RELIEF","5965","3","542.27","4941"
"clinical_medicine","ADVENTIST HEALTHCARE","5956","6","24.21","4942"
"clinical_medicine","WOMENS & CHILDRENS HOSP","5943","8","13.54","4943"
"clinical_medicine","FIMLAB LABS","5931","6","24.71","4944"
"clinical_medicine","HIRSLANDEN HOSP","5930","5","144.63","4945"
"clinical_medicine","TIANJIN HUANHU HOSP","5930","5","13.79","4945"
"clinical_medicine","AZ GROENINGE","5929","6","18.13","4946"
"clinical_medicine","KAROLINSKA UNIV SJUKHUSET","5928","6","72.29","4947"
"clinical_medicine","CANC DATA REGISTRY IDAHO","5926","3","370.38","4948"
"clinical_medicine","ICMR - NATIONAL INSTITUTE OF VIROLOGY (NIV)","5925","6","37.26","4949"
"clinical_medicine","TAIZHOU UNIVERSITY","5925","1","8.7","4949"
"clinical_medicine","ABBOTT","5922","3","24.88","4950"
"clinical_medicine","PHILIPPINE HEART CENTER","5921","5","92.52","4951"
"clinical_medicine","YEREVAN STATE MEDICAL UNIVERSITY","5921","9","16.54","4951"
"clinical_medicine","CMS ALLIANCE TO MODERNIZE HEALTHCARE","5920","6","23.04","4952"
"clinical_medicine","CENTERS FOR MEDICARE & MEDICAID SERVICES","5919","6","23.12","4953"
"clinical_medicine","FRAUNHOFER MEVIS","5916","5","42.87","4954"
"clinical_medicine","EGAS MONIZ HOSPITAL","5910","4","17.85","4955"
"clinical_medicine","ASAHI UNIVERSITY","5906","1","13.7","4956"
"clinical_medicine","NATL CTR PUBL HLTH & ANAL","5901","3","327.83","4957"
"clinical_medicine","HLTH INFORMAT SERV","5901","5","151.31","4957"
"clinical_medicine","WADSWORTH CENTER","5901","6","27.57","4957"
"clinical_medicine","KWONG WAH HOSPITAL","5900","2","17.1","4958"
"clinical_medicine","VETERANS HEALTH SERVICE MEDICAL CENTER","5899","2","10.1","4959"
"clinical_medicine","EARLE A CHILES RES INST","5898","11","83.07","4960"
"clinical_medicine","GUNMA PREFECTURAL CANC CTR","5893","5","19.38","4961"
"clinical_medicine","GOVIND BALLABH PANT INSTITUTE OF POSTGRADUATE MEDICAL EDUCATION & RESEARCH","5892","2","22.23","4962"
"clinical_medicine","BLOODWORKS NORTHWEST","5885","7","43.27","4963"
"clinical_medicine","SANTO ANTONIO HOSP","5883","2","367.69","4964"
"clinical_medicine","RD GARDI MED COLL","5882","4","113.12","4965"
"clinical_medicine","EAST CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY","5879","4","17.87","4966"
"clinical_medicine","KDIGO","5878","20","133.59","4967"
"clinical_medicine","ATLANTA DIABET ASSOCIATES","5878","13","72.57","4967"
"clinical_medicine","NEW YORK GENOME CTR","5878","13","48.18","4967"
"clinical_medicine","VALLEY HLTH SYST","5877","7","43.21","4968"
"clinical_medicine","VIVANTES KLINIKUM FRIEDRICHSHAIN","5875","9","19.01","4969"
"clinical_medicine","BABOL NOSHIRVANI UNIVERSITY OF TECHNOLOGY","5873","3","255.35","4970"
"clinical_medicine","PERRON INSTITUTE FOR NEUROLOGICAL & TRANSLATIONAL SCIENCE","5873","11","30.12","4970"
"clinical_medicine","ALZHEIMER SCOTLAND DEMENTIA RES CTR","5872","2","734","4971"
"clinical_medicine","SORLANDET HOSP","5872","2","19.32","4971"
"clinical_medicine","GANSU UNIVERSITY OF CHINESE MEDICINE","5872","9","7.13","4971"
"clinical_medicine","HOSP SAMARITANO","5869","5","91.7","4972"
"clinical_medicine","ST VINCENZ HOSP","5868","7","56.97","4973"
"clinical_medicine","CARDIOLOGY RESEARCH INSTITUTE - TOMSK","5867","6","19.82","4974"
"clinical_medicine","MT CARMEL WEST HOSP","5865","5","651.67","4975"
"clinical_medicine","LAKE ERIE COLL OSTEOPATH MED","5864","7","19.95","4976"
"clinical_medicine","PUBL HLTH SEATTLE & KING CTY","5860","9","54.26","4977"
"clinical_medicine","AKADEMIA WYCHOWANIA FIZYCZNEGO IM. JERZEGO KUKUCZKI W KATOWICACH","5859","1","11.01","4978"
"clinical_medicine","EMD SERONO","5858","11","59.78","4979"
"clinical_medicine","UNIVERSITY OF MOSTAR","5857","7","22.35","4980"
"clinical_medicine","SMT BKS MED INST & RES CTR","5856","4","1171.2","4981"
"clinical_medicine","PROVIDENCE CANC INST","5852","17","39.01","4982"
"clinical_medicine","ST ELIZABETH HOSP","5845","9","22.57","4983"
"clinical_medicine","TOKYO METROPOLITAN CHILDREN'S MEDICAL CENTER","5844","4","10.47","4984"
"clinical_medicine","CANC CLUSTER SALZBURG","5841","11","55.1","4985"
"clinical_medicine","EAT","5839","2","834.14","4986"
"clinical_medicine","INST NACL TORAX","5838","7","54.56","4987"
"clinical_medicine","HUAZHONG AGRICULTURAL UNIVERSITY","5838","5","17.85","4987"
"clinical_medicine","OTSUKA PHARMACEUTICAL","5836","4","19.39","4988"
"clinical_medicine","HOFFMANN CTR SUSTAINABLE RESOURCE ECON","5834","1","2917","4989"
"clinical_medicine","SOUTHEND UNIV HOSP","5832","9","36","4990"
"clinical_medicine","COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR (CAPES)","5830","4","19.97","4991"
"clinical_medicine","MINISTRY OF EDUCATION, BRAZIL","5830","4","19.97","4991"
"clinical_medicine","DEPT GLOBAL PUBL HLTH & PRIMARY CARE","5829","2","971.5","4992"
"clinical_medicine","MARCH DIMES","5829","4","291.45","4992"
"clinical_medicine","ROTTERDAM EYE HOSPITAL","5826","4","21.9","4993"
"clinical_medicine","EKITI STATE UNIV","5825","7","35.3","4994"
"clinical_medicine","ASST CREMONA","5825","9","21.9","4994"
"clinical_medicine","HOSP MUNICIPAL RAMON SANTAMARINA","5823","2","2911.5","4995"
"clinical_medicine","VET AFFAIRS EASTERN COLORADO HLTH CARE SYST","5820","7","74.62","4996"
"clinical_medicine","TOMSK STATE UNIVERSITY","5818","4","16.77","4997"
"clinical_medicine","DR A RAMACHANDRANS DIABET HOSP","5807","2","200.24","4998"
"clinical_medicine","TEXAS STROKE INST","5805","4","84.13","4999"
"clinical_medicine","NONCOMMUNICABLE DIS RES CTR NCDRC","5803","17","252.3","5000"
"clinical_medicine","SECOND PEOPLE'S HOSPITAL OF SHENZHEN","5802","6","12.16","5001"
"clinical_medicine","APPALACHIAN STATE UNIVERSITY","5797","6","17.78","5002"
"clinical_medicine","MCGILL UNIV","5795","5","99.91","5003"
"clinical_medicine","BEIJING ADV INNOVAT CTR BIG DATA BASED PRECIS MED","5794","4","289.7","5004"
"clinical_medicine","GLAN CLWYD GEN HOSP","5793","6","39.95","5005"
"clinical_medicine","TOYONAKA CITY HOSP","5791","3","13.89","5006"
"clinical_medicine","INT SCI ASSOC PROBIOT & PREBIOT","5787","5","526.09","5007"
"clinical_medicine","SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH","5787","11","31.11","5007"
"clinical_medicine","NARAYANA NETHRALAYA","5787","1","12.26","5007"
"clinical_medicine","KING FAHD MED CITY","5785","1","723.12","5008"
"clinical_medicine","WOMEN & CHILDREN'S HOSPITAL OF BUFFALO","5785","3","29.82","5008"
"clinical_medicine","BEIJER INSTITUTE OF ECOLOGICAL ECONOMICS","5782","1","1445.5","5009"
"clinical_medicine","DANISH DIABET ACAD","5782","0","30.43","5009"
"clinical_medicine","UNIVERSAL SCIENTIFIC EDUCATION & RESEARCH NETWORK (USERN)","5782","15","13.77","5009"
"clinical_medicine","L.T. MALAYA THERAPY NATIONAL INSTITUTE OF THE NATIONAL ACADEMY OF MEDICAL SCIENCES OF UKRAINE","5778","7","169.94","5010"
"clinical_medicine","KAGAWA PREFECTURAL CENT HOSP","5777","5","15.01","5011"
"clinical_medicine","MICHIGAN STATE UNIVERSITY COLLEGE OF OSTEOPATHIC MEDICINE","5773","4","13.98","5012"
"clinical_medicine","UNIV CANTERBURY","5772","2","192.4","5013"
"clinical_medicine","WEST KAZAKHSTAN MARAT OSPANOV MEDICAL UNIVERSITY","5768","4","81.24","5014"
"clinical_medicine","UNIV HOSP PLYMOUTH NHS TRUST","5768","12","14.31","5014"
"clinical_medicine","LMC DIABET & ENDOCRINOL","5764","9","37.67","5015"
"clinical_medicine","NANJING NORMAL UNIVERSITY","5764","4","18.59","5015"
"clinical_medicine","HOSPITAL JUAN RAMON JIMENEZ","5762","3","24.31","5016"
"clinical_medicine","ICF INT","5761","8","58.79","5017"
"clinical_medicine","CHANGZHI MEDICAL COLLEGE","5761","8","9.57","5017"
"clinical_medicine","CHAIRPERSON BENAZIR INCOME SUPPORT PROGRAM","5760","1","5760","5018"
"clinical_medicine","GLOBAL ALLIANCE CLIMATE SMART AGR","5760","1","5760","5018"
"clinical_medicine","WHO HIGH LEVEL COMMISS NCDS","5760","1","5760","5018"
"clinical_medicine","WORLD WIDE FUND NAT INT","5760","1","5760","5018"
"clinical_medicine","CLIN EMERGENCY HOSP ST PANTELIMON","5757","1","959.5","5019"
"clinical_medicine","JUPITER HOSP","5753","4","94.31","5020"
"clinical_medicine","INST UNIV CANC TOULOUSE","5753","6","40.23","5020"
"clinical_medicine","LIAONING UNIVERSITY OF TRADITIONAL CHINESE MEDICINE","5753","4","11.99","5020"
"clinical_medicine","SYDNEY ADVENTIST HOSPITAL","5751","6","24.16","5021"
"clinical_medicine","VIT VELLORE","5750","5","11.95","5022"
"clinical_medicine","MARY CROWLEY CANCER RESEARCH","5749","11","84.54","5023"
"clinical_medicine","SOUTHWEST JIAOTONG UNIVERSITY","5748","11","9.39","5024"
"clinical_medicine","RES INST PRIMORDIAL PREVENT NONCOMMUNICABLE DIS","5746","4","522.36","5025"
"clinical_medicine","PARTHENOPE UNIVERSITY NAPLES","5744","1","15.04","5026"
"clinical_medicine","DIV HLTH & SOCIAL CARE RES","5742","2","2871","5027"
"clinical_medicine","NIHR MUSCULOSKELETAL BIOMED RES CTR","5742","2","2871","5027"
"clinical_medicine","SWISS RES INST PUBL HLTH & ADDICT","5742","2","2871","5027"
"clinical_medicine","DEPT ZOOL","5742","2","1914","5027"
"clinical_medicine","NORTHWEST A&F UNIVERSITY - CHINA","5741","5","20.14","5028"
"clinical_medicine","BARNACLIN GRP HOSP CLIN","5740","1","5740","5029"
"clinical_medicine","NEWPATH PARTNERS LLC","5740","1","5740","5029"
"clinical_medicine","IHSAN DOGRAMACI BILKENT UNIVERSITY","5736","10","24.41","5030"
"clinical_medicine","KLINIKUM WELS GRIESKIRCHEN","5732","6","19.97","5031"
"clinical_medicine","EASL OFF","5729","4","954.83","5032"
"clinical_medicine","UNIVERSITY OF DENVER","5725","3","15.11","5033"
"clinical_medicine","HUNTER NEW ENGLAND LOCAL HEALTH DISTRICT","5725","2","13.57","5033"
"clinical_medicine","AZ NIKOLAAS","5723","11","45.06","5034"
"clinical_medicine","GRIFFITH UNIVERSITY - LOGAN CAMPUS","5722","1","21.19","5035"
"clinical_medicine","RED CROSS HOSP","5722","3","16.78","5035"
"clinical_medicine","POOLE HOSP NHS FDN TRUST","5721","5","32.51","5036"
"clinical_medicine","SHANGHAI PULM HOSP","5718","10","51.51","5037"
"clinical_medicine","UNIV HOSP MORECAMBE BAY NHS FDN TRUST","5716","8","61.46","5038"
"clinical_medicine","LILAVATI HOSP & RES CTR","5716","11","27.22","5038"
"clinical_medicine","GENOMIC HEALTH","5715","2","74.22","5039"
"clinical_medicine","CYPRUS LEAGUE RHEUMATISM","5712","6","317.33","5040"
"clinical_medicine","MAIDSTONE HLTH AUTHOR","5710","6","62.75","5041"
"clinical_medicine","OCTAPHARMA","5706","6","44.23","5042"
"clinical_medicine","DEPT ANESTHESIOL","5705","5","64.83","5043"
"clinical_medicine","HENNEPIN HEALTHCARE RES INST","5700","17","24.78","5044"
"clinical_medicine","KOCHI HLTH SCI CTR","5697","6","18.14","5045"
"clinical_medicine","SAPIENTIA HUNGARIAN UNIVERSITY OF TRANSYLVANIA","5695","15","189.83","5046"
"clinical_medicine","NANJING AGRICULTURAL UNIVERSITY","5690","3","19.83","5047"
"clinical_medicine","SCILIFELAB","5689","13","30.42","5048"
"clinical_medicine","ARAVIND EYE HOSP","5682","3","9.6","5049"
"clinical_medicine","ISTANBUL GOZTEPE TRAINING & RESEARCH HOSPITAL","5673","2","9.46","5050"
"clinical_medicine","SYNARC","5671","5","92.97","5051"
"clinical_medicine","SHANGHAI INST CARDIOVASC DIS","5667","3","53.97","5052"
"clinical_medicine","CLIN RES CTR","5664","5","60.26","5053"
"clinical_medicine","A*STAR - INSTITUTE OF MEDICAL BIOLOGY (IMB)","5664","6","46.81","5053"
"clinical_medicine","ST MARY'S UNIVERSITY TWICKENHAM LONDON","5660","2","13.74","5054"
"clinical_medicine","CHAPMAN UNIVERSITY SYSTEM","5659","3","16.84","5055"
"clinical_medicine","INST HLTH POLICY MANAGEMENT & EVALUAT","5656","5","65.77","5056"
"clinical_medicine","CTR HOSP","5655","5","27.72","5057"
"clinical_medicine","KARL LANDSTEINER INST UROL & ANDROL","5655","6","14.39","5057"
"clinical_medicine","BARNET ENFIELD & HARINGEY MENTAL HLTH TRUST","5652","1","513.82","5058"
"clinical_medicine","GENOMEDX BIOSCIENCES","5652","2","64.97","5058"
"clinical_medicine","UNIVERSIDAD DEL AZUAY","5645","8","73.31","5059"
"clinical_medicine","FEDERAL MINISTRY OF HEALTH - ETHIOPIA (FMOH)","5645","6","38.66","5059"
"clinical_medicine","BAYLOR HEART & VASC INST","5644","11","64.87","5060"
"clinical_medicine","ISTANBUL BAGCILAR TRAINING & RESEARCH HOSPITAL","5644","1","6.79","5060"
"clinical_medicine","VALDUCE HOSP","5643","8","22.94","5061"
"clinical_medicine","UNIVERSITY OF BAHRAIN","5637","12","45.83","5062"
"clinical_medicine","UNIVERSITY OF BRITISH COLUMBIA OKANAGAN","5635","3","17.83","5063"
"clinical_medicine","TOKUSHIMA RED CROSS HOSP","5632","5","47.33","5064"
"clinical_medicine","CHAPMAN UNIVERSITY","5632","3","16.86","5064"
"clinical_medicine","QUAL & EQU HLTH CARE","5627","5","937.83","5065"
"clinical_medicine","UNIVERSITY OF TEXAS AT TYLER","5627","5","17.58","5065"
"clinical_medicine","UNIVERSIDAD MAYOR","5626","2","15.67","5066"
"clinical_medicine","TEXAS DEPARTMENT OF STATE HEALTH SERVICES","5623","10","31.41","5067"
"clinical_medicine","SHANGHAI FIRST PEOPLES HOSP","5618","5","66.88","5068"
"clinical_medicine","MRC LABORATORY MOLECULAR BIOLOGY","5617","3","43.54","5069"
"clinical_medicine","WHIPPS CROSS UNIVERSITY HOSPITAL","5616","2","22.92","5070"
"clinical_medicine","PRESIDIO OSPEDALIERO GARIBALDI-NESIMA","5616","3","16.23","5070"
"clinical_medicine","CINVESTAV - CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL","5616","1","14.25","5070"
"clinical_medicine","WELLCOME TRUST","5610","8","47.54","5071"
"clinical_medicine","OHIO DEPT HLTH","5607","13","59.02","5072"
"clinical_medicine","SHANGHAI KEY LAB ASSISTED REPROD & REPROD GENET","5607","5","25.26","5072"
"clinical_medicine","PACIFIC NORTHWEST NATIONAL LABORATORY","5607","10","24.59","5072"
"clinical_medicine","HEART HOSP","5606","4","91.9","5073"
"clinical_medicine","OSPEDALE VERSILIA","5604","4","20.16","5074"
"clinical_medicine","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","5602","7","13.18","5075"
"clinical_medicine","NORTH SOUTH UNIVERSITY (NSU)","5601","9","25.46","5076"
"clinical_medicine","CHILDRENS UNIVERSITY HOSPITAL - TEMPLE STREET","5601","3","24.04","5076"
"clinical_medicine","COOK CTY HLTH","5594","9","26.64","5077"
"clinical_medicine","CHUO UNIVERSITY","5593","4","31.78","5078"
"clinical_medicine","TIANJINS CLIN RES CTR CANC","5583","5","13.29","5079"
"clinical_medicine","HARRAN UNIVERSITY","5580","1","5.96","5080"
"clinical_medicine","GROENE HART ZIEKENHUIS","5577","6","46.48","5081"
"clinical_medicine","INT OLYMP COMM","5572","11","61.91","5082"
"clinical_medicine","DR. ABDURRAHMAN YURTASLAN ONCOLOGY HOSPITAL","5572","4","7.89","5082"
"clinical_medicine","SAINT PETERSBURG STATE UNIVERSITY","5567","8","14.97","5083"
"clinical_medicine","ANTON DE KOM UNIVERSITEIT VAN SURINAME","5566","1","65.48","5084"
"clinical_medicine","SAARLAND CANC REGISTRY","5565","3","34.78","5085"
"clinical_medicine","UNIVERSITY HOSPITAL VIENNA","5562","7","26.11","5086"
"clinical_medicine","GEN HOSP CELJE","5560","5","48.35","5087"
"clinical_medicine","MANILA DOCTORS HOSP","5558","7","123.51","5088"
"clinical_medicine","FRIMLEY PK HOSP","5558","5","27.65","5088"
"clinical_medicine","J. CRAIG VENTER INSTITUTE","5557","8","59.75","5089"
"clinical_medicine","IRAN HLTH INSURANCE ORG","5550","2","693.75","5090"
"clinical_medicine","UNIVERSITY OF SUNDERLAND","5550","6","17.85","5090"
"clinical_medicine","SOUTH LONDON & MAUDSLEY NHS FDN TRUST","5548","4","60.97","5091"
"clinical_medicine","MATHEMATICA","5548","7","28.9","5091"
"clinical_medicine","WALTER & ELIZA HALL INST MED RES","5546","11","30.47","5092"
"clinical_medicine","FACULDADE SAO LEOPOLDO MANDIC","5545","0","8.23","5093"
"clinical_medicine","FDN SCI RES FORS","5543","2","1385.75","5094"
"clinical_medicine","NATL MED SCI & NUTR INST SALVADOR ZUBIRAN","5537","8","102.54","5095"
"clinical_medicine","VICTORIAN CLINICAL GENETICS SERVICES","5536","5","20.73","5096"
"clinical_medicine","BRITISH COLUMBIA CANC","5529","13","54.21","5097"
"clinical_medicine","GUILAN UNIV MED SCI","5528","1","502.55","5098"
"clinical_medicine","BLUEBIRD BIO","5526","12","190.55","5099"
"clinical_medicine","WSB UNIV","5522","3","552.2","5100"
"clinical_medicine","UNIVERSITY OF JEDDAH","5520","6","12.08","5101"
"clinical_medicine","SAINT PETER'S UNIVERSITY HOSPITAL","5517","7","22.99","5102"
"clinical_medicine","UNIVERSIDADE DE PASSO FUNDO","5515","6","19.77","5103"
"clinical_medicine","AZAD UNIV","5514","1","367.6","5104"
"clinical_medicine","SHANGHAI RESP RES INST","5514","3","93.46","5104"
"clinical_medicine","DECODE GENETICS","5514","6","54.06","5104"
"clinical_medicine","CANAKKALE ONSEKIZ MART UNIVERSITY","5512","1","6.22","5105"
"clinical_medicine","INTERNATIONAL DRUG DEVELOPMENT INSTITUTE","5508","8","44.78","5106"
"clinical_medicine","DALIAN INSTITUTE OF CHEMICAL PHYSICS, CAS","5507","11","33.38","5107"
"clinical_medicine","ACAD HOSP ST JAN","5507","10","27.4","5107"
"clinical_medicine","UNIVERSIDADE FEDERAL DE MATO GROSSO","5505","6","11.54","5108"
"clinical_medicine","TEXAS WOMANS UNIVERSITY","5504","4","11.3","5109"
"clinical_medicine","TEVA PHARMACEUTICAL INDUSTRIES","5502","8","35.04","5110"
"clinical_medicine","UNIVERSIDADE FEDERAL DE AMAZONAS","5501","4","10.22","5111"
"clinical_medicine","PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA","5500","4","38.73","5112"
"clinical_medicine","INST NACL CANCEROL","5500","11","25.23","5112"
"clinical_medicine","FACULTAD DE CIENCIAS DE LA ACTIVIDAD FISICA DEL DEPORTE (INEF)","5499","2","17.51","5113"
"clinical_medicine","CANTERBURY CHRIST CHURCH UNIVERSITY","5499","4","13","5113"
"clinical_medicine","SHRI DHARMASTHALA MANJUNATHESHWARA UNIV","5493","4","228.88","5114"
"clinical_medicine","PEOPLES HOSP XINJIANG UYGUR AUTONOMOUS REG","5491","6","8.24","5115"
"clinical_medicine","UCSF BENIOFF CHILDRENS HOSP","5489","4","27.45","5116"
"clinical_medicine","HUNGER ACTION LOS ANGELES","5486","3","1828.67","5117"
"clinical_medicine","HITIT UNIVERSITY","5482","4","6.02","5118"
"clinical_medicine","REG HLTH ADM DO NORTE IP","5478","1","2739","5119"
"clinical_medicine","OSPED MARE","5477","7","22.63","5120"
"clinical_medicine","ECOLE NATIONALE VETERINAIRE DE TOULOUSE","5475","7","24.23","5121"
"clinical_medicine","CTR HOSP UNIV SAO JOAO","5475","7","8.36","5121"
"clinical_medicine","ECOLE NATIONALE VETERINAIRE D'ALFORT (ENVA)","5474","5","16.9","5122"
"clinical_medicine","CTR HLTH OUTCOMES EVALUAT","5473","4","1368.25","5123"
"clinical_medicine","ABT ASSOCIATES","5473","6","25.46","5123"
"clinical_medicine","BERN UNIV APPL SCI","5472","3","13.15","5124"
"clinical_medicine","AMGEN EUROPE","5469","3","27.9","5125"
"clinical_medicine","GUYS & ST THOMASNHS FDN TRUST","5468","22","18.66","5126"
"clinical_medicine","KLINIKUM BIELEFELD","5467","5","54.67","5127"
"clinical_medicine","NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY OF THE POLISH ACADEMY OF SCIENCES","5465","4","25.9","5128"
"clinical_medicine","STATISTICS COLLABORATIVE","5464","11","113.83","5129"
"clinical_medicine","GUANGDONG SECOND PROV GEN HOSP","5460","3","9.27","5130"
"clinical_medicine","ZAANS MED CTR","5458","4","30.15","5131"
