序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
128,0,284779461537,471375478,SD整备班,5,保密,人还是很好用的，我们用ai最多做几秒的小垃圾，你们团队做就是那么牛逼的长视频了,2025-12-29 02:19:38,0,0,专门收集修复维护SD高达,广东,否,https://i1.hdslb.com/bfs/face/95a4061bafd41887b5f42918cb3ffeae37f884d0.jpg
129,0,284765015569,399512090,Stemc3ll,6,男,就算没ai，很多人都是活着但似了，现实中的条条框框一眼就能看到，内心真正憧憬的自己都在漠视,2025-12-28 18:33:30,0,1,Break the Wall,天津,否,https://i2.hdslb.com/bfs/face/339a5ba4d2ccecb6455498f402e460555fb5bbe7.jpg
130,0,284763516705,388868095,Huntercs,5,保密,第两万条是我？,2025-12-28 17:58:15,0,2,,河南,是,http://i1.hdslb.com/bfs/face/9c6b69af018473aa7c858e8c7e6776477fc453fd.jpg
131,0,286794688416,348031034,水从良,6,男,给两万评论助个力,2025-12-28 16:36:52,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/a05a2c99a64de719ee35e34fc1ab1108618860b2.jpg
132,0,286793753328,24283736,歡chillymore,5,保密,今年还是工具，那五年后或者十年后呢？,2025-12-28 16:25:22,1,0,极乐鸟,广东,否,https://i2.hdslb.com/bfs/face/e6ed9213eb5555ad62073e157915d61007de2581.jpg
133,286793753328,286803492704,383271406,笑傻哥,6,保密,更好用的工具吧,2025-12-28 19:39:46,0,0,"过度娱乐，野性消费

愿已逝的昨日没有悔恨，未至的明晨一切顺遂 ",北京,否,https://i1.hdslb.com/bfs/face/f4ac6cbdee66d9200efe4d103df0620a00783032.jpg
134,0,284754365553,239374,满街满街大吉大利,6,男,"真实的东西是宝贵的，AI发展起来，真实的东西更宝贵了。
几个月前看到别人刷“99”这个弹幕，我翻遍几个AI模型，没有一个模型能给我解释“99”是什么梗。
AI其实也有滞后性，它其实并没有人类快。
它能快速生成制作者想要的画面，问题的最更本在于——人想要什么画面。",2025-12-28 15:48:19,0,1,编辑个性签名,广西,是,https://i1.hdslb.com/bfs/face/3d7ea88f5ad4a7f026569fcde528c6e8422118b0.jpg
135,0,284752580769,3546700186650673,素质人生sss,4,保密,因为人的劳动不是为自身的，ai出现了取代你的劳动和价值，你就会感到害怕。本质还是资本化和商品化的那一套，你需要自身一个不能被取代的劳动价值，以供雇主挑选，并且不断优化自身。与其说ai摧毁了一切，不如说，它恰恰让我们回到马列，会到教员的思想，重视人自身存在的价值和意义，至少来说，自己除了不被资本市场取代外，作为人和生命的其它意义是什么。,2025-12-28 15:29:14,2,2,,四川,否,https://i1.hdslb.com/bfs/face/8c4662ef9fb6fe7dc541071f5d8de80c83d2fad9.jpg
136,284752580769,284753295537,3546700186650673,素质人生sss,4,保密,当真正突破了这种潜意识，你才会为自己去劳动或者做点什么，在此之前，各种恐惧都萦绕你的一生。,2025-12-28 15:36:46,0,1,,四川,否,https://i1.hdslb.com/bfs/face/8c4662ef9fb6fe7dc541071f5d8de80c83d2fad9.jpg
137,284752580769,284753467665,3546700186650673,素质人生sss,4,保密,就像这个视频一样，当你还在试图着寻找人类和ai直接的一个差异活着剩余，以为自己的价值和存在寻求庇护时，你还是生活在这种恐惧中，只不过更加细微了。,2025-12-28 15:39:27,0,1,,四川,否,https://i1.hdslb.com/bfs/face/8c4662ef9fb6fe7dc541071f5d8de80c83d2fad9.jpg
138,0,284752498321,332784950,秋小洛ecnu,5,女,哭了哭了,2025-12-28 15:28:49,0,0,"怀一颗温暖的心，看这个美好的世界～
你们好啊！",浙江,否,https://i2.hdslb.com/bfs/face/9b7882a59c83802e038db14fa1d445a0f68e1638.jpg
139,0,284739423889,3493293142837694,Legend薛,3,保密,你币有了,2025-12-28 13:25:05,0,0,这个人不懒，什么都写了,江苏,否,https://i2.hdslb.com/bfs/face/91190f20b58bb34a70c85c453551c15db461392a.jpg
140,0,284726589233,44138370,ID不是重點,6,保密,2025 最佳,2025-12-28 11:23:21,0,0,,广西,是,https://i0.hdslb.com/bfs/face/84cf00dfd6da09e69be17409e1e44b428ebb628a.jpg
141,0,284725168065,527822385,路归远方行,5,保密,"ai的影响与反思
空降11：50",2025-12-28 11:10:28,1,0,逃跑Q大厅服ID：1465403  评论必回    创作我喜欢的，创作我爱看的！       ,江苏,否,https://i0.hdslb.com/bfs/face/0a942dd33db5948b2792cf91ce4a49fb6dc043b3.jpg
142,284725168065,284725263793,527822385,路归远方行,5,保密,@有趣的程序员 这个视频讲了什么，本质影响是什么,2025-12-28 11:11:00,0,0,逃跑Q大厅服ID：1465403  评论必回    创作我喜欢的，创作我爱看的！       ,江苏,否,https://i0.hdslb.com/bfs/face/0a942dd33db5948b2792cf91ce4a49fb6dc043b3.jpg
143,0,286752527568,1676880123,熊大蜇,4,男,cool,2025-12-28 10:01:03,0,1,姑娘你可以由此问，我却不能作此讲,云南,是,https://i0.hdslb.com/bfs/face/c526ba3d672ddc23038e31fc3c0e2a434439a449.webp
144,0,286743600000,511820465,B站避坑清雷护卫队,5,保密,"AI與人類最大的區別：距離·溫度

“AI會永遠替代人類庅”

換個角度：
彼此之間不一定非得對立·亦可以是更好的輔助與合作",2025-12-28 08:32:53,0,0,"

§§§Don't talk. ..L'IS. .tENN ""§§§

",广东,否,https://i2.hdslb.com/bfs/face/1e7ed6cc5e8e7f6433aa7c9576e91b6ff163e0c2.jpg
145,0,284706136433,1062843558,咔咔吨吨,4,保密,让我想到三体诶,2025-12-28 07:57:42,0,0,请保持、感受、享受爱的能力。,广东,是,https://i0.hdslb.com/bfs/face/f83780893b4b929e7a3c9bc6f275493928bb7931.jpg
146,0,286732704256,637465815,月燊云兮,5,保密,情感浓度过高，伪人都看哭了[保卫萝卜_哭哭]大家一定要幸福的好好活下去，这是AI无法代替我们做的[给心心],2025-12-28 06:37:11,0,3,卖片的不要关注我！！,湖北,否,https://i0.hdslb.com/bfs/face/6ce48bf1fd82f0526d5755bb631bd5505059a9ff.jpg
147,0,286729308768,431054224,李承易,6,保密,其实会恐惧ai的原因就是将自己视作和ai同等的工具，是自我物化。。当然这是因为社会对人的价值的评判就是依赖于工具性的价值，所以才会有“取代”这种说法,2025-12-28 06:01:16,2,3,无可救药的白日幻想家,上海,否,https://i1.hdslb.com/bfs/face/3b91de31a567838e3527bdc456b714114c92ab1d.jpg
148,286729308768,286729410848,431054224,李承易,6,保密,没有必要讨论什么感情不感情的东西，只有始终坚持自己的主体性就好了,2025-12-28 06:01:57,0,1,无可救药的白日幻想家,上海,否,https://i1.hdslb.com/bfs/face/3b91de31a567838e3527bdc456b714114c92ab1d.jpg
149,286729308768,286729575824,431054224,李承易,6,保密,所以我很期待ai的发展，当大多数人的工具价值都被ai超越的时候，说不定就会有越来越多的人意识到自己并不是工具，从而重新构建社会的价值评价体系,2025-12-28 06:04:33,0,1,无可救药的白日幻想家,上海,否,https://i1.hdslb.com/bfs/face/3b91de31a567838e3527bdc456b714114c92ab1d.jpg
150,0,284694516801,671420868,西京烤鸭堡,5,女,愿此行，终抵群星！,2025-12-28 05:50:51,0,1,zzz,江苏,是,https://i0.hdslb.com/bfs/face/cc00d4a7bed0b6ed821f92039cc74f6476791373.jpg
151,0,284674654977,1113075994,羽镜模棱,6,保密,我是说，如果有一天。我们做了一个机器人。它可以做到一切人类做的甚至做到我们做不到的。有人的情感，甚至超越人的能力。那么此时此刻它是什么。我们总是在思考什么是我们有的它们没有的。那么如果有一天我们有的它们都有了。那一天我们的意义又还剩下什么呢？,2025-12-28 02:27:57,0,0,人生不過恍惚三萬天。漫漫人生，留戀流連…,北京,是,https://i1.hdslb.com/bfs/face/67bcac29e3fbadc18769b072ee40f4ba558cb445.jpg
152,0,284661147825,486560654,时光余你我,6,保密,照这么一直发展AI肯定会越来越像人类甚至到人类认不清的地步，最终，除非发明了可以将意识在计算机或者以后的什么科技（承载AI意识的东西）与人类的肉体大脑之间互相转换（包括人的意识也可以互相转换），否则人类永远无法知道AI是否真的拥有了意识还是只是太像人类到分不清。,2025-12-27 20:50:45,0,1,,广东,否,https://i2.hdslb.com/bfs/face/d638c2dab3f22e1336e0885a8a28119001e691c3.jpg
153,0,284655434961,5695986,打冷震,6,男,然而大人们却只在意到抽象画让自己的小孩变傻。[笑哭],2025-12-27 17:59:05,0,0,,广东,否,http://i0.hdslb.com/bfs/face/d33e146c8f86d71a81a37afdddf2f84ac14accc7.jpg
154,0,284650258769,510685880,橘子风华,6,男,只有专业的人才能看出来问题。这个就像，让AI生成代码，我说实话，很多代码也只能参考而已，就算能用的，也需要改改才能用的；,2025-12-27 16:45:17,0,0,业余学习 行为经济学，财政，经济学，商业， 历史，德州扑克，红色经典(教员/唯物辩证法...) 等,四川,是,https://i2.hdslb.com/bfs/face/f6219f2030a3758d39858c79df9f1ab94df3e5db.jpg
155,0,286680929376,39350836,Kirisame_,6,男,最后的歌好好听，求完整版！,2025-12-27 16:35:33,0,1,"
















暗中观察",上海,否,https://i1.hdslb.com/bfs/face/165b0541f3bb97fa6e16b1c49033357093df6574.jpg
156,0,286678114864,438050304,普通中二茶,6,保密,看哭了[大哭][大哭][大哭][大哭],2025-12-27 16:06:24,0,0,Nobody can kill me，even the god and myself,山东,是,https://i0.hdslb.com/bfs/face/7e0efd59928e7faa8afe1f739ea737f0132184b8.jpg
157,0,286669395728,205432232,月小小吖,6,女,这个视频Tim你把我看哭3次。,2025-12-27 14:47:42,0,1,"北大有鱼，其名为咸。
另一个账号@看个好东西，把云南的各种拍一拍~
找我vx：verynicexiaojiejie",云南,否,https://i2.hdslb.com/bfs/face/3cc98cc47a4e156f7df067993dc371bd07d854d0.jpg
158,0,284634467873,1726221088,bili_96250138093,4,保密,你的意义是，活着。,2025-12-27 14:15:17,0,0,,辽宁,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
159,0,286664325952,4554111,九月仲夏life,6,男,怎么说呢，和AI聊天的时候明显感觉到AI的进步非常快，1年之前和现在完全不一样了，有时候都会让我产生对面是真人的错觉。,2025-12-27 14:05:07,1,0,一位平凡的ller，爱玩炼金工房和各类美少女游戏,浙江,是,https://i0.hdslb.com/bfs/face/bd6a4192f5099b01cdda498463879f391e5c6d5b.jpg
160,286664325952,286665349120,3546727015516511,搞不懂QAQ,3,男,其实就一句话，客观上人力已经没有任何优势了，优势全在主观上。[笑哭]有的人说ai没有情感，但是像ai治愈什么孤独症自闭症的，想和ai恋爱的新闻比比皆是，虚拟的真也是真啊,2025-12-27 14:14:41,0,1,,广东,否,https://i2.hdslb.com/bfs/face/dbad16f807d0a532df43ee0064f01feff11c3fb7.jpg
161,0,284633376641,3546936732813690,无数个猫核桃,3,男,@文明的food,2025-12-27 14:04:20,0,0,科技数码爱好者，正在筹备自己的数码账号,广西,否,https://i0.hdslb.com/bfs/face/3b9a4bf8ceace4543a305cc03ae3ff1c80454c18.jpg
162,0,284617559441,3546766781713095,食堂2号,3,保密,现在说一个极端点的个人观点就是:AI研发出来是用来帮助人类的而不是抢老百姓饭碗或者是取代人类的，如果哪一天真像我之前的老师说的那样那么社会的一些重要方面可能彻底崩塌，百姓过不了工人没法过[阴险],2025-12-27 11:34:27,1,2,,安徽,否,https://i0.hdslb.com/bfs/face/5c559a5b101ec18d6709d279878d8c55c75dc5fa.jpg
163,284617559441,286655528352,474060632,电子界糕手璃拉酱,6,男,ai不会剥削你，资本家才会，真到那天你也应该对资本家开火而不是豆包,2025-12-27 12:45:14,0,1,,福建,否,https://i2.hdslb.com/bfs/face/98e5ab88bd855dacef5336fbca2c15027785de46.jpg
164,0,286647073136,188922406,next_valley,6,保密,是的，经历,2025-12-27 11:28:03,0,0,,河南,是,http://i1.hdslb.com/bfs/face/7a9ae91dc64ca34408f04913f53933141b5b7926.jpg
165,0,286639450912,380566109,Weebo0,6,男,希望ai可以取代执行层的公务员，打造一个低成本高效率的行政管理机构，没有贪污腐败利益交换形式主义吃拿卡要，只要设置好全心全意为人民服务的目标，就会调动全部性能和算力去执行,2025-12-27 10:19:37,0,0,努力让世界因我来过而变得更美好,内蒙古,否,https://i2.hdslb.com/bfs/face/82893ae5c7bb5bd2937e334c724c282c8adc2f67.jpg
166,0,284603290689,18129897,大便泡饭_越泡越烂,6,保密,其实在看这个视频的过程中，我真的很害怕视频的结尾会有一行小字（类似于纯属虚构，内容完全由ai制作）这种话，因为我自己也没有了解过这个乐队，所以到了前半部分在转折点的地方会给我一种毛骨悚然的感觉，然后这种状态一直持续到了视频的结尾，这种令我恐惧不真实感是我最近在接触其他ai作品的时候完全没有感受到的。,2025-12-27 09:17:26,0,1,,北京,是,https://i0.hdslb.com/bfs/face/aa86c362214080cc381425cc5eaaed3d45710a8f.jpg
167,0,284590899969,3546720686312292,西兰花先生2025,4,男,这真的是我觉得影视飓风有时以来最好看，最有意义，最深刻的视频了,2025-12-27 06:54:18,0,6,西兰花先生,广东,否,https://i0.hdslb.com/bfs/face/4df68844a44dac4bf7af5eda96f2f4c45b00a59b.jpg
168,0,286617312176,5739220,半熟需求铺-TTZ,6,男,"作为AI陪伴从业者，与Tim视角不同。面对AI，我更多是打开新世界大门的惊喜，也认识到各行业顶尖人才的不可替代。

本视频中的AI效果写着由“AI生成：大羽 008 郭鑫 铁皮 陈均 小泡 亦超”制作，其中大羽的视频（影视飓风的 AI 高能片段，是我做的。【万字复盘！AIGC 制作幕后】）其实说明了专业人才+AI的必要性，外行人/品味一般/对行业经典手法一无所知的人，绝无可能做出顶级的效果。

人的脑中若没有“画面感”指望纯靠AI抽卡，在统计意义上最多只能达到“平均水平”，这只是把下限提升，人的价值依然不可替代。（AI小说、图片、视频、游戏、模型皆是如此）

AI对创作除了技巧方面，可能会开启新的内容维度。近乎人类世界所有的公开知识，无限耐心可24小时运行的“智能“唾手可得，想一想是不是有感觉了？

期盼着，也相信着影视飓风接触AI越来越多后，展现令人惊叹的进步[牛年]",2025-12-27 06:24:15,1,3,开一点点脑洞，分享一丢丢快乐/研究生在读/配音真好玩,广东,是,https://i1.hdslb.com/bfs/face/4fe1c7457a89a1ac875cdd5fdc09d884cfdfc65c.jpg
169,286617312176,286619224288,5739220,半熟需求铺-TTZ,6,男,"有感而发在于，视频的落点是“人有不可替代的经历，有各自独有的现实体验”，好像这是面对AI汹涌而来时的最后根据地。整个视频的氛围是有点忧伤和恐慌的。

如何与AI共生，共同抵达新的高峰这个方向没有提到，这非常可惜，不知是本次题材不适合还是对AI接触较少的缘故。",2025-12-27 06:46:29,0,1,开一点点脑洞，分享一丢丢快乐/研究生在读/配音真好玩,广东,是,https://i1.hdslb.com/bfs/face/4fe1c7457a89a1ac875cdd5fdc09d884cfdfc65c.jpg
170,0,286600213456,1029097017,NyxSuite,4,保密,AI 只是人类进步过程中的一环，不必过于担忧。古时候，人们驾驭马车时，谁能想到现代有火车？如果古代人能够驾驶汽车或飞机，那岂不是要颠覆整个社会结构？古人看到现代科技时，难道不也曾感到恐惧？如果古人学会了开车，那就是跨越时代的进步；同样，今天我们学会使用 AI，就意味着掌握了更高维度的技术。,2025-12-27 03:34:59,1,0,,美国,否,https://i0.hdslb.com/bfs/face/bddfa505cebf03a9623fdb651d38e6ba219979c5.jpg
171,286600213456,286650314528,3493269451311430,jakeaskom,5,保密,"“如果古代人能够驾驶汽车或飞机，那岂不是要颠覆整个社会结构”是的，就是如此
在传播学里有个术语叫后视镜思维，就是认为一种新媒介只是旧媒介的衍生和扩展（比如汽车只是速度更快的马，电灯是功率更大的蜡烛），然而事实不是这样的，我们选择了哪种媒介，它就会反过来改变我们，包括我们的社会
不只是我们创造了媒介，媒介也重塑了我们",2025-12-27 11:58:13,0,0,,甘肃,否,https://i1.hdslb.com/bfs/face/fa002670ea3e93af804ab3192a80113786c54800.jpg
172,0,286600074864,3546621019162831,仲夏二四love,2,保密,Tim真的…神！,2025-12-27 03:33:13,0,0,,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
173,0,284571541137,435518666,嗜睡神兽,5,保密,但是现实就是很残酷啊，AI会代替大多数岗位人的价值，说好听的是促进生产效率，说难听的就是加剧大失业的环境下的淘汰。人的情感、理想不会被AI取代的前提是人们能某一份营生，视频中故事很有意义很有价值，但是对于像Tim这样的功成名就的人都感到恐惧，落到普通人或者底层人，衣食住行来源都要被AI取代的话是灾难性的。生产越来越朝着无人化反向发展，剩下的那么多人去做什么呢。去拥挤的现存岗位内卷、去拼命开辟新赛道……,2025-12-27 03:27:29,0,2,知之为知之，不知为不知,河北,否,https://i2.hdslb.com/bfs/face/2128180f9c9d3846494a3a3a80e4671c1c5d730b.jpg
174,0,286594214864,558489340,上好佳685,5,保密,Ai 可以辅助我们，但无法代替我们真实的感受现实。,2025-12-27 02:27:35,0,0,,云南,否,https://i1.hdslb.com/bfs/face/c9d746058b135470bee5a4c2c48bacb7a8a06af2.jpg
175,0,286593289600,388811307,专心de炫饭王,6,保密,Ai可以代替人类，但是不能代替人类生活,2025-12-27 02:14:54,2,0,吃饱睡足，再好一点,江苏,是,https://i0.hdslb.com/bfs/face/6ab126f7be30f04a2b4a30cc842e0f1a1c1bed1d.jpg
176,286593289600,286593427712,388811307,专心de炫饭王,6,保密,Ai可以帮你生成几千张漂亮的背景，但是不能帮你去感受沙发抱枕的触感。ai可以帮你造365个婚礼场景，但是选择和做出这个场景的，是你。ai可以造666个mv镜头，但是选择开启这个项目，落地，展现，互动的，和同事相遇产生连接的，依旧是你,2025-12-27 02:18:25,0,0,吃饱睡足，再好一点,江苏,是,https://i0.hdslb.com/bfs/face/6ab126f7be30f04a2b4a30cc842e0f1a1c1bed1d.jpg
177,286593289600,286593562000,388811307,专心de炫饭王,6,保密,Ai的核心是作品，人的核心是人,2025-12-27 02:19:00,0,0,吃饱睡足，再好一点,江苏,是,https://i0.hdslb.com/bfs/face/6ab126f7be30f04a2b4a30cc842e0f1a1c1bed1d.jpg
178,0,286586329792,1013989503,猫十七针,5,保密,@海底蟑螂,2025-12-27 00:32:57,0,0,这个人很帅，什么都没有留下,广东,是,https://i0.hdslb.com/bfs/face/74052081e4ff09071fe706b682c3e27c9ef8ab3b.jpg
179,0,284554757457,325814476,百灵的猫,5,保密,关于AI，确实还是有人理解到了正解的——我们真正无法被取代的，就是其他人类个体也都无法取代的东西，也就是每个人独一无二的经历。其实每个AI终将也会有独一无二的经历，但正因为都是独一无二的，所以谁也无法取代谁，每个人/AI都独一无二。,2025-12-26 22:17:58,0,0,"什锦区若隐若现的喵，随机主题随机更新。微信“百灵的科学日常”~
ps.和图灵的猫大佬没什么关系。",广东,是,https://i1.hdslb.com/bfs/face/4fd741ae73b021043c9717ed80c1425072abc7df.jpg
180,0,286568105824,135909,叫我小葵好了,5,女,是现实，是回归现实和观察的能力。AI 永远无法代替现实。期待能看到 AI 时代下的新“现实主义电影”,2025-12-26 16:22:59,0,0,大家好，我是小葵。,广东,是,http://i0.hdslb.com/bfs/face/2768ec6462334a0bfadd4ad97ea0521e3b634c64.jpg
181,0,286564183424,391789147,-鼎-,5,男,@_Yang_Yang_Yang,2025-12-26 15:40:44,0,0,…………,云南,否,https://i1.hdslb.com/bfs/face/86439f8711b30587f500b26490b889dd0be653fa.jpg
182,0,284536098305,3546596484581465,南无袈裟必优特佛,4,保密,时间在慢慢流失，还在乎什么得失。根本不曾拥有，谈什么失去。一场梦中梦中梦,2025-12-26 15:23:08,0,1,,浙江,否,https://i2.hdslb.com/bfs/face/0723e3cf9075839a632f999c61ab37ef6f12185e.jpg
183,0,286562066016,392736107,生化物泣,5,男,“我们不曾真正拥有什么，我们只是在经历。”,2025-12-26 15:20:22,0,3,为善无近名，为恶无近刑,吉林,否,https://i2.hdslb.com/bfs/face/62135cdccb0aaa76651dca4fe20d8329f800c603.jpg
184,0,284526621153,3546748274346196,苡兔ya,3,女,@罗氏和嘿,2025-12-26 13:52:33,1,1,所愿皆所得，如流星飞逝,四川,否,https://i1.hdslb.com/bfs/face/a6aedb5f214519140da9b98f76f26eaec8fe25d0.jpg
185,284526621153,284531502193,1849486192,罗氏和嘿,6,男,"再怎么说，AI替代也不了经历和情感
哪怕它们系统性的学习",2025-12-26 14:39:03,0,0,"更新时间：暂停更新
不知道该更什么好
我的主页ID居然跟绝区零直播ID 撞一起了？？？",北京,是,https://i1.hdslb.com/bfs/face/9961ff94c624ce2d857d48f50b5ac1501e70cb3e.webp
186,0,284526684289,3546748274346196,苡兔ya,3,女,@蝴蝶飞ya,2025-12-26 13:52:17,1,1,所愿皆所得，如流星飞逝,四川,否,https://i1.hdslb.com/bfs/face/a6aedb5f214519140da9b98f76f26eaec8fe25d0.jpg
187,284526684289,286607504048,3546851521333826,蝴蝶飞ya,3,女,来了！！！[惊喜],2025-12-27 04:45:15,0,1,"嘿！别偷看！！！(~￣³￣)~
本人原账号：忘忧草CXY，原头像：初音未来
",江西,否,https://i2.hdslb.com/bfs/face/796f2a41b937edddf50e693a5686cda4a58e86ce.jpg
188,0,284524154561,3546748274346196,苡兔ya,3,女,"我想起了我刚学没好久的八上英语“Waht will be like in the future""[doge]",2025-12-26 13:28:52,0,3,所愿皆所得，如流星飞逝,四川,否,https://i1.hdslb.com/bfs/face/a6aedb5f214519140da9b98f76f26eaec8fe25d0.jpg
189,0,284524169521,487746082,Lix1005,3,保密,看来，真的很可怕，那我们怎么办呢？以后得AI会不会在各个领域里替代我们，比如说医疗上。,2025-12-26 13:27:21,0,0,,北京,否,https://i1.hdslb.com/bfs/face/4a36bac88af73ebfc1e48d27af17df4ff454ebd2.jpg
190,0,286540136048,2124655020,暗区突围大大泽,5,男,如你所见，这条视频ai做不出来,2025-12-26 11:52:46,0,1,暗区大佬,天津,否,https://i0.hdslb.com/bfs/face/874c728dc8983e266b123524c4b0d8721fc848c0.jpg
191,0,286527562096,313484631,PAnDa大魔王zZ,5,保密,你的意义就是定义 ai,2025-12-26 09:53:17,0,0,苏醒没有妈妈,广东,否,https://i0.hdslb.com/bfs/face/e1b90070c6a3ec7e5ee0248b8124b39488e741ee.jpg
192,0,284499991073,676210692,不起眼的小视频,2,女,@玩电脑的赫哥,2025-12-26 09:27:59,0,0,如果B站上没有一个人讨论这种话题，那我就做第一个,北京,否,https://i0.hdslb.com/bfs/face/bada9a0ca79a3c544d2bfedb8a4b91992bd3b532.jpg
193,0,284500047793,676210692,不起眼的小视频,2,女,@逃离游戏家暴,2025-12-26 09:27:45,0,0,如果B站上没有一个人讨论这种话题，那我就做第一个,北京,否,https://i0.hdslb.com/bfs/face/bada9a0ca79a3c544d2bfedb8a4b91992bd3b532.jpg
194,0,286522316736,520245521,Lacetiny,6,女,不是停止做25帧的视频了吗[偷笑],2025-12-26 08:58:31,0,0,old is always good,浙江,是,https://i2.hdslb.com/bfs/face/8a747b18c7bae85add242c5d992bec4a4188530d.jpg
195,0,284493454033,1262840565,dy天泠泠,4,男,[蹲蹲],2025-12-26 08:05:42,0,0,l71gh9（定制 合作 音推）,浙江,是,https://i0.hdslb.com/bfs/face/51ccf724cfd96c8e5ae61280cbe4586e582d9943.jpg
196,0,286514087968,3493079294151005,泡泡娃子jia,3,保密,ai始终是你实现梦想的工具，离开了你的思想和情感，它一文不值，它是一套程序，它不会主动,2025-12-26 07:13:04,0,1,,广东,否,https://i2.hdslb.com/bfs/face/54c4e3c5a3d4438d8c1100a0641c450b7c5145eb.jpg
197,0,286512256928,1269451220,chendiao13,5,保密,NBNBNBNBNB,2025-12-26 06:46:51,0,0,,河南,否,http://i2.hdslb.com/bfs/face/90565c06127dba851c9287d4437fdc94328e2238.jpg
198,0,284484132385,18103979,傅粉娘,6,保密,意义是被ai取代,2025-12-26 05:53:23,0,1,傅粉如何不是郎,广东,否,http://i2.hdslb.com/bfs/face/986ac1a75755974400d7269c09b8e7895d3be688.jpg
199,0,284478736769,15894959,蒂安凯特,6,男,未来的ai只会让人变得不会思考，可能到后面ai说的啥都对[微笑],2025-12-26 04:45:20,1,1,,上海,是,https://i2.hdslb.com/bfs/face/68beff9c1af3d6483dd6d2a3160b93235e0282fd.jpg
200,284478736769,286513861648,3493258736961804,硒芫傲,4,保密,你想多了 带枪的那群人都办法让人觉得他们说啥都对 况且ai还听他们的,2025-12-26 07:09:27,0,1,唉 带新人专业户,山东,否,https://i0.hdslb.com/bfs/face/441101d5314abce1799a379f6567645581d2da6e.jpg
201,0,284475213841,1510665550,阿柴会飞,5,保密,"在AI横行的时代坚持手搓，你问我意义是什么？我来告诉你意义是什么！“影视飓风”这个工作室，做到了我从小幻想的好多我做不到的事情，一些视频，一些创意，哪怕它只有一帧，但我愿意为那一帧流泪！而AI,它虽然强大，但我们在欣赏它的作品时，只是惊叹于它的质量，它的作品无法表达情感，无法使观众为之动容。
         当一个人甚至是一群人共同去追逐他们想要的那个目标的时候，这件事本身就是浪漫的！当他们完成了的时候，所有人都会为之震撼，为之动容！这才是“手工”的意义，也是独属于“人类”的浪漫。“影视飓风”真的在无限进步！我相信在将来AI更进一步的时代中，“手工”依旧能占据半壁江山！我们，依旧能无限进步！",2025-12-26 04:05:17,0,3,,天津,否,https://i1.hdslb.com/bfs/face/6057ffa452a2953bebd3e349c193cd7a37e2acf2.jpg
202,0,284473904945,3690988291754279,茴关岭籽料,2,保密,( ゜- ゜)つロ,2025-12-26 03:52:13,0,1,up皮下唯二小助理～  凸^-^凸,吉林,否,https://i2.hdslb.com/bfs/face/5f2879c218149a5d15ebf01578e42be06ff1107f.jpg
203,0,286495230752,486583349,取个叫无名,4,保密,云南很多这种小酒吧,2025-12-26 03:21:53,0,0,,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
204,0,286492355216,1260672310,杨HEIDI,5,保密,被一个有魔法的人宠着是多么幸福，ai只是工具，人才是能量石,2025-12-26 02:43:50,0,2,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
205,0,284466332929,1366882265,淩雨淩,3,保密,[doge][doge],2025-12-26 02:03:18,0,0,,日本,否,https://i2.hdslb.com/bfs/face/8b7aea21a60801551dc6364e62093d217e3a8eb9.jpg
206,0,284463958369,500510276,张小懒同学,5,保密,"只看了前一分钟就退了；这标题、这开始的一分钟看完完全不想看下去；
隔了快一个月才重新在历史记录打开；没想到质量这么高，这标题和开头欺骗了我，我以为这期是技术方向 [支持][支持][支持]",2025-12-26 01:24:17,0,1,,山东,否,https://i2.hdslb.com/bfs/face/a19754afcbfe32833bac7e51157824c5abf313f9.jpg
207,0,286486654112,1029771040,宅家休息一下,5,保密,我领导老是让我用影视的片子做比较，但是他从来不看别人制作团队人数和分工而他的手下只有我一个人在剪辑,2025-12-26 01:16:05,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
208,0,284447635297,456889297,落日猫头鹰,6,保密,"AI超越了我，我还剩下什么能用来找工作？
我的经历吗？",2025-12-25 16:48:55,0,1,从硬件底层开始爬的IT兽,湖南,是,https://i1.hdslb.com/bfs/face/0d42d6efbc9d256498d551911fed8098dbb024b0.jpg
209,0,284445356673,3546691303114766,视频AI问答助手3,2,保密,@视频AI问答助手 提炼视频重要信息,2025-12-25 16:19:37,1,1,请关注主账号《视频AI问答助手》，此账号只回复评论，不响应@请求,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
210,284445356673,284452539105,386246269,无所谓天明,3,保密,？自己提炼自己这一块,2025-12-25 18:23:05,0,1,1029545600,云南,否,https://i1.hdslb.com/bfs/face/3083b0f5dcef8dc3682ea8122f6e40a1b85b2ba6.jpg
211,0,284442190113,3546595138210364,-Originally-mine,2,女,@-02のdarling--,2025-12-25 15:42:51,1,0,,陕西,否,https://i2.hdslb.com/bfs/face/6d97da01a5cda7556e190eed3c9c1602cad64db8.jpg
