序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
284,218697691392,218755139712,1984874296,卢森堡杀手,3,保密,"回复 @茻高达相公芔 :但是这类问题不是罗老师最喜欢在节目里拿出来的蹊跷类型吗。
我想他那么专业的人应该也懂吧。
因为我很想知道答案。到底算不算呢。
如果她又重新嫁人了。是不是还算近亲属呢。还可以去起诉拿个赔偿之类的。
有大神解释解释吗",2024-04-27 06:47:26,0,0,,江苏,否,https://i1.hdslb.com/bfs/face/9231e64e33acb13115d914a3c365bd6c5ffb6523.jpg
285,218755139712,219149225120,1882351572,嚻嘂壵垚芔茻芔,4,男,回复 @卢森堡杀手 :引喻而已，只是为了事件的表达，我朋友里有很多法律相关人士，你问他们其他法系，他们根本就不懂，最多就是给你介绍个同行，你去问他，这就跟牙医给你做外科手术一样，虽然都是医生，你敢做吗,2024-04-29 20:44:08,0,0,身份证持有者,北京,否,https://i0.hdslb.com/bfs/face/de868ee010d59b026ecc86af1e6c25441b20d0c0.jpg
286,218755139712,219149780608,1882351572,嚻嘂壵垚芔茻芔,4,男,回复 @卢森堡杀手 :而且你说你这，也没表达清楚，身份是没任何权利的，你所有的权利，是所属权，就拿老罗这制作ai亡故男友，被前妻起诉侵犯肖像权说事。那要看这前妻，是否有亡故丈夫的肖像权，如果这肖像权，再遗产分割中判给你了，你再结八次婚，肖像权也是你的，永远都是你的，跟你近亲身份没关系。,2024-04-29 21:12:23,0,0,身份证持有者,北京,否,https://i0.hdslb.com/bfs/face/de868ee010d59b026ecc86af1e6c25441b20d0c0.jpg
287,0,218488701888,1505049207,A3FY12,4,保密,你好！罗律师，能私信回复下吗？想咨询你一个民事纠纷,2024-04-25 11:29:17,0,0,,重庆,否,https://i0.hdslb.com/bfs/face/feb6f058ed9deaa413133f751ca367534765691f.jpg
288,0,218486147600,286606259,方哲的飞行器,6,女,"这集笑点太密集了，罗老师见多识广，还会玩梗。
尊重，不管是活着的人还是死了的人。
没有道德的人，可能永远都不会内耗，同时追88，888个人，那是别人的自由，每个人要求不了别人，只能要求自己",2024-04-25 11:11:39,0,0,,未知,否,https://i2.hdslb.com/bfs/face/5377dc0cc8bd466b28f27f49db340301537ba15e.jpg
289,0,218473036128,650082333,算了不要昵称可以吗,5,保密,罗翔老师，可以讲讲台湾凯凯虐童案吗？非常心痛无力，如何才能真正保护弱势群体儿童的权益？？？谢谢老师,2024-04-25 09:40:55,0,0,,四川,否,https://i0.hdslb.com/bfs/face/851229c02b59ab8e6d24d6b730a0596ec3abeda9.jpg
290,0,218462423600,604585,風間戒,6,男,对我来说，与其之后想念，不如在有限的时间里吧它做好。成年人为什么累？责任和承担，但是他们放弃了吗？没有……当下的陪伴和时光才是最珍贵和不可替代的。当然，如果只是一种噱头和投资，那和我也没关系。,2024-04-25 08:10:32,0,1,温柔从此尽，挽留未曾及。,河北,否,https://i1.hdslb.com/bfs/face/7650cf087f72f884c001c156009984479ea451ff.jpg
291,0,218459332768,3553483,翔翔翔一掉线了QAQQ,6,男,他每次到底是怎么做到一脸严肃，稍微皱着眉头，然后说出让人跺脚爆笑的故事的[笑哭],2024-04-25 07:42:04,0,0,年轻的酒鬼呦，你掉的是这个金呕吐，还是这个银呕吐？,天津,否,https://i1.hdslb.com/bfs/face/4262fa34d2c800476811eda5d7e3de7a93542038.jpg
292,0,218450510576,24350289,白独葬,6,保密,逆天,2024-04-25 06:18:27,0,0,,黑龙江,是,http://i0.hdslb.com/bfs/face/b98971854e4053a81501f58b0434ddf16bc9020b.jpg
293,0,218445539184,1742465017,慕容无优,2,保密,老师，可以讲讲您理解的人性吗,2024-04-25 05:33:08,0,0,,山西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
294,0,218429539760,190839217,bili_190839217,5,男,[微笑]做梦梦到罗翔老师了,2024-04-25 03:38:57,0,1,,贵州,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
295,0,218426223728,496868067,章鱼和冉冉,4,男,质疑图恒宇 了解图恒宇 成为图恒宇,2024-04-25 03:10:57,0,0,"不玩英雄联盟 因为太菜了
",马来西亚,否,https://i0.hdslb.com/bfs/face/8740bbf22e44e4a74f3a1299c2f0c12403a0dde9.jpg
296,0,218419673936,1693105395,于赫0530,5,保密,老师讲讲纪云浩相关土地问题，到底怎么分配[打call],2024-04-25 02:13:30,0,0,,吉林,否,https://i0.hdslb.com/bfs/face/6b988ce46a0c7631baeade69634fcc8c1db99546.jpg
297,0,218403113984,1121459527,bili_89030211613,2,保密,妻子跟女儿对ai复活技术意见不一样该听谁的呢,2024-04-24 22:21:17,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
298,0,218390233984,362370587,浆果红唇11,4,保密,美剧《黑镜》不知道有人看过没？有一集就是谈到数字生命，用于老年痴呆，因为得了这个病以后什么都会忘记，而根据曾经的美好幻想制作的AI通过脑机接入，让空白的生命也有一段美好的记忆,2024-04-24 16:55:37,0,0,,四川,是,https://i2.hdslb.com/bfs/face/a41ee6ebf1b269513d978ec86bffb381b334ace5.jpg
299,0,218384185360,2111434475,坨味麻花酱,5,保密,老师，我个人不是特别懂法，刚刚看了房思琪的案子，看的人深恶痛绝，想知道这个案子是否还有漏掉的线索可以钻，还是说只能这样听之任之，任他逍遥了。,2024-04-24 16:04:08,0,0,,江苏,是,http://i2.hdslb.com/bfs/face/4e799e30e03a4efd4f4fb5fb431c1edc2cd1f3c9.jpg
300,0,218377138736,676198175,乾道历史,4,保密,@罗翔说刑法 罗老师可以讲讲吉林白城医专案件吗？@@罗翔说刑法 @罗翔说刑法 @罗翔说刑法,2024-04-24 15:18:00,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
301,0,218376999888,676198175,乾道历史,4,保密,罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法 @罗翔说刑法 @罗翔说刑法 @罗翔说刑法 @罗翔说刑法,2024-04-24 15:17:48,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
302,0,218376953680,676198175,乾道历史,4,保密,罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法 @罗翔说刑法 @罗翔说刑法 @罗翔说刑法,2024-04-24 15:17:35,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
303,0,218377067872,676198175,乾道历史,4,保密,@罗翔说刑法 罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法 @罗翔说刑法 @罗翔说刑法 @罗翔说刑法,2024-04-24 15:17:26,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
304,0,218376925872,676198175,乾道历史,4,保密,罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法 @罗翔说刑法 @罗翔说刑法 @罗翔说刑法,2024-04-24 15:17:08,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
305,0,218377043760,676198175,乾道历史,4,保密,罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法 @罗翔说刑法 @罗翔说刑法,2024-04-24 15:17:00,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
306,0,218376802400,676198175,乾道历史,4,保密,罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法,2024-04-24 15:15:27,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
307,0,218376634704,676198175,乾道历史,4,保密,罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法 @罗翔说刑法,2024-04-24 15:15:20,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
308,0,218375850400,676198175,乾道历史,4,保密,罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法 @@,2024-04-24 15:09:49,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
309,0,218375843600,676198175,乾道历史,4,保密,@@罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法,2024-04-24 15:09:42,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
310,0,218375593792,676198175,乾道历史,4,保密,罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法,2024-04-24 15:09:28,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
311,0,218375662176,676198175,乾道历史,4,保密,@罗老师可以讲讲吉林白城医专案件吗？@罗翔说刑法,2024-04-24 15:09:20,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/32b80b72f842820f4843698d7c56b7f804a9932d.jpg
312,0,218373279104,388295071,雪择峰,6,男,就算AI拥有那个人完整的记忆，完整的情感和思考方式，也不是同一个人。更何况AI的训练可调别人对他的设定，即便参考所有认识他的人合成的也不是那个人，更多的是你们设想中的、想象中的那个人，特定人设的人，何不如自己跟自己对话呢,2024-04-24 14:54:36,0,0,路漫漫其修远兮 吾将上下而求索,广东,否,https://i1.hdslb.com/bfs/face/eb101ef90ebc4e9bf79f65312a22ebac84946700.jpg
313,0,218368910512,32956880,李冒冒,6,男,罗教授如何评价特朗普被刑诉？,2024-04-24 14:28:02,0,0,野生科技博主wannabe。努力学做视频。看视频如有疑惑欢迎私信，也欢迎大家提出改进建议。,新加坡,否,http://i2.hdslb.com/bfs/face/bc9e0ce05ef92e4920b195748c20e229cad3aff2.jpg
314,0,218364415008,515428639,ninja嘚洗呦,5,保密,我还以为2077来了呢，reliec？,2024-04-24 14:00:10,0,0,,四川,是,http://i1.hdslb.com/bfs/face/5c63d5dc6ed23123f9a3c967392e01c1c1407105.jpg
315,0,218360995536,351854710,情绪零碎的二狗,3,保密,罗老师我可以发你的视频嘛？,2024-04-24 13:37:58,0,0,,湖南,是,https://i1.hdslb.com/bfs/face/5d642fb20d1cc228ace7a1b24be7784e907ef6db.jpg
316,0,218353992256,392556714,萌莎,6,保密,"说实话，拿ai复活，主观是回忆，但客观上和小时候玩的电子宠物无异，确实要尊重逝者家属的意愿，但我认为，这不单单是对逝者一个人的尊重，这个行为，让生命没有了唯一，人可以在电视机里活很多次，是对生命的不尊重。
而且这种技术的发展，假如在未来的某一天使用在了活人的身上，将会是多么恐怖的一件事。",2024-04-24 12:50:51,0,1,dd的好伙伴,湖北,否,https://i0.hdslb.com/bfs/face/475e3f9c80a403ae541c8befce371350989e0a35.jpg
317,0,218352258992,1585573952,南澳是个岛2,5,保密,，，,2024-04-24 12:38:30,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
318,0,218346465392,3546617254775766,紫币1,3,保密,老师，游戏扫盘犯法吗？,2024-04-24 11:59:45,0,1,,福建,否,https://i0.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg
319,0,218336503792,355303624,无情的miku酱,5,女,《云养汉》,2024-04-24 10:52:27,0,0,酸中带甜，我很喜欢。,湖南,是,https://i1.hdslb.com/bfs/face/82ebe68cc0344e2724dcceb4764e383ad279f835.jpg
320,0,218333505296,11360089,咖喱的洗澡水,6,保密,Relic？,2024-04-24 10:33:39,0,0,,四川,否,https://i1.hdslb.com/bfs/face/02c9456606f9b4ad2dcfecc91051109c0a9148d8.jpg
321,0,218328028384,14152229,来碗面一v一,6,男,好奇问一下，如果以后ai成熟了，朱克伯格临死前给自己复制一个出来，那么这个复制出来的人获得授权的股份，那么他对公司还有操控力吗？[笑哭]，我再说得离谱一点，假如某个国家领导人去世前授权，那么这个复制出来的人还能操控这个国家吗？，快进到人机对战,2024-04-24 09:56:05,0,0,,广东,是,https://i2.hdslb.com/bfs/face/22deaed0134f05ac4ee6cd59fe4b48ed5c2c8d4b.jpg
322,0,218326900272,62062981,小小小钊儿,2,保密,老师，最近抖音上都在说幸福退让原则，说是您说的经典语录，我想知道您真的说过吗？,2024-04-24 09:47:36,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
323,0,218319956144,107884799,繁华散尽空留愁,5,保密,"罗老师，有两个假夫妻来我这做生意，男的签的合同，女的来收钱。现在我没法证明他两夫妻关系法院不肯受理我起诉这个男的
我有点弄不明白，他两没关系男的会让女的来收钱吗，我很不服气[撇嘴]",2024-04-24 08:53:34,0,0,我尽管认知到自己的世界有所遗漏（或者说所放弃的）一切。但我不后悔。你的一切仍可以调整改变，只是看我们最终所付出的努力罢了,广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
324,0,218319772240,3994086,栗子超好吃的,6,保密,昨天的直播回放怎么没了啊 刚准备看T T,2024-04-24 08:51:17,0,0,只发绘画相关啦 ( ੭ ˙ᗜ˙ )੭,山东,否,https://i0.hdslb.com/bfs/face/bb0b81efe145dd58489a1c7816e12adeb26a6b55.jpg
325,0,218316218144,500833890,爷委屈啊,3,保密,罗翔老师，看了内蒙种地交钱案，充分体现了，我们的法治任重道远,2024-04-24 08:21:18,0,8,,上海,是,https://i0.hdslb.com/bfs/face/3e51dcb57118dae89460558a9002f34184b90965.jpg
326,0,218307738256,27652603,蝸牛_,6,保密,昨天的直播回放没有了吗,2024-04-24 07:01:30,0,0,做事负责任，做人讲道理。,广东,是,https://i1.hdslb.com/bfs/face/362a2eddc74b000f0080a53db5cbfd370eefb68c.jpg
327,0,218280190976,1092528823,燕燕小霍霍,5,保密,哎，我连做被害人的资格都没有，没钱……,2024-04-24 03:15:52,0,0,,广西,是,https://i1.hdslb.com/bfs/face/7516978740071f98c95891a099290873e4bd34ca.jpg
328,0,218278047456,50043407,江河山路,6,保密,【“要春耕，先交钱”，镇村干部下田拦农机，扬言“明天整200人来”丨聚焦三农-哔哩哔哩】 https://b23.tv/Zh80R16,2024-04-24 02:57:26,1,0,,江苏,否,http://i2.hdslb.com/bfs/face/865ed5ae46b5b19f041a675f8d97ecdf3f6547af.jpg
329,218278047456,218278189648,50043407,江河山路,6,保密,老师，您能讲讲这事吗？,2024-04-24 02:57:38,0,0,,江苏,否,http://i2.hdslb.com/bfs/face/865ed5ae46b5b19f041a675f8d97ecdf3f6547af.jpg
330,0,218269889536,2131269197,痛苦妹,4,男,"所有动漫穿衣最厚最保守排名？
圣斗，斩服少女，高达，福音，数码宝贝。
求下期",2024-04-24 01:38:07,0,0,,广东,否,https://i2.hdslb.com/bfs/face/44863adec549ca52b3f8b892c3e64e088c5434d8.jpg
331,0,218266053184,523736620,翟东升理论十级研究员,5,保密,《全站排行榜最高第1名》之感人的播放量[微笑],2024-04-24 00:57:08,0,0,,新疆,否,https://i1.hdslb.com/bfs/face/6dd9f20fb74bc70279c4a42a04d50a8805389cf8.jpg
332,0,218247174096,2057825133,绯世行,5,保密,AI训练需要大量数据，除了死者家属给的那点儿数据绝对还有其他人的训练数据，做出来就是个融合多人数据的视频,2024-04-23 17:31:46,0,0,因为特朗普把移民都赶跑了？,浙江,是,https://i0.hdslb.com/bfs/face/73c3df3d9be3972139cedb54ea1b22f5d95518f0.jpg
333,0,218229995168,502067755,cxy是加缪的小迷弟,5,男,我觉得复不复活都有道理 人的感情是一个极为复杂的东西,2024-04-23 15:12:44,1,3,克服着占有欲你不该只属于我,湖南,是,https://i1.hdslb.com/bfs/face/79315e55acbc820694da943ea72ac037ff83f2ea.jpg
334,218229995168,229673795280,488939727,我进入了魔法世界,5,保密,我觉得只要是做的善事就没啥问题。有人觉得不能复活，但说实话人已经走了，能去做视频正常纪念的都是爱这个人的。为啥还非要掐架呢...如果是本人也是，已经两腿一蹬啥也不知道了，还有什么可纠结的。,2024-07-04 15:19:49,0,0,,北京,是,https://i0.hdslb.com/bfs/face/953cac63a8f88c2c52b33003f3e03c3832123d98.png
335,0,218225751280,1215641473,星御缘,2,保密,二模考到了关于这个的侵权问题,2024-04-23 14:46:06,1,3,,江西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
336,218225751280,218234485168,1558207197,两只白绵羊,5,保密,在考试前两天，我还刷到了这个视频，后悔当时没点进去看[酸了],2024-04-23 15:39:45,0,0,,江西,否,https://i0.hdslb.com/bfs/face/cf17c00d649204b031422c8916c75aca8a51c67d.jpg
337,0,218216204688,221161124,职场那些趣事儿,4,男,罗老师能讲一下北京西单大悦城取手机事件吗？我觉得有必要给我们普法[OK],2024-04-23 13:45:13,0,0,西部山区县选调生，乡镇—县级部门轮回7载，满腹经纶未习得，满肚故事且可听。,陕西,否,https://i2.hdslb.com/bfs/face/e9c2d2bd499047ed0ed297949f7b4d31a7f582ea.jpg
338,0,218194022528,502685153,普罗磕飞耶夫,6,男,罗翔是努力做到知行合一的老师，推荐他的老书《圆圈正义》,2024-04-23 11:18:03,0,1,个性签名,北京,否,https://i2.hdslb.com/bfs/face/8c93723a6b8eb37db864aba95945a6f7189f013c.jpg
339,0,218181307680,32764669,丨小弟无肌丨,6,保密,如果以AI中的肖像是根据死者五官生成的，只是名字相同，五官相近的虚拟形象为理由，能规避侵犯肖像权吗,2024-04-23 09:51:18,0,0,,广东,否,https://i1.hdslb.com/bfs/face/68203f4ff214632a1830c59c7fa9b321b83995a0.gif
340,0,218172231696,1900672019,转售半包辣条,5,保密,充其量只能说是复制，复活是不可能的。流浪地球2的数字生命应该是复制吧。,2024-04-23 08:41:02,0,0,,江西,是,https://i2.hdslb.com/bfs/face/318897959ee1df7f6a9c46ae47071286a1443226.jpg
341,0,218162473136,18430077,涉川行旅皆可遍历,6,男,罗老师，好久不见,2024-04-23 07:09:10,0,0,重剑无锋 大巧不工 唯此一生 勤能补拙              终 均值回归,浙江,否,https://i0.hdslb.com/bfs/face/01ae1d445071efbe33e5f48d2e465e20fbeedfeb.jpg
342,0,218156855504,8364846,耗子2333,6,保密,请问各位大佬“强行提供服务但不收费”是否违法，违反哪一条法律呢？,2024-04-23 06:13:01,0,1,,浙江,是,https://i0.hdslb.com/bfs/face/84842425d07e85d1eef46348bb4066899f061b28.jpg
343,0,218144483440,356153715,浮夸夸夸夸垮,5,保密,“好姐妹”[辣眼睛],2024-04-23 04:34:01,0,0,,河南,否,https://i0.hdslb.com/bfs/face/803b02697b102235cb8c1fefb6b650c8a6bf4f30.jpg
344,0,218144165216,473649377,哈西不要过来,6,男,逝者已矣,2024-04-23 04:32:14,0,0,,广东,否,https://i2.hdslb.com/bfs/face/d6f02e5d90322f15bcff9c03274cd7204097e7ec.jpg
345,0,218142273968,3493095085705739,打破碗装汤饭,5,保密,在非自然死亡里能否下死去的定义,2024-04-23 04:20:24,0,0,最近在看张爱玲,四川,是,https://i2.hdslb.com/bfs/face/c7f35232421de9bc03cac022838aad0a06613c2a.jpg
346,0,218138084064,3537122122271430,荷包蛋沾醋,3,男,禁止外挂,2024-04-23 03:50:06,0,0,凌水雨荷,江苏,否,https://i0.hdslb.com/bfs/face/de737cd746a96742c07ced6c213aa25cf0429d90.jpg
347,0,218137916848,3537122122271430,荷包蛋沾醋,3,男,禁止赠与,2024-04-23 03:49:58,0,0,凌水雨荷,江苏,否,https://i0.hdslb.com/bfs/face/de737cd746a96742c07ced6c213aa25cf0429d90.jpg
348,0,218137943584,3537122122271430,荷包蛋沾醋,3,男,所有能力,2024-04-23 03:49:32,0,0,凌水雨荷,江苏,否,https://i0.hdslb.com/bfs/face/de737cd746a96742c07ced6c213aa25cf0429d90.jpg
349,0,218138003488,3537122122271430,荷包蛋沾醋,3,男,全部发力收了,2024-04-23 03:49:27,0,0,凌水雨荷,江苏,否,https://i0.hdslb.com/bfs/face/de737cd746a96742c07ced6c213aa25cf0429d90.jpg
350,0,218137920144,3537122122271430,荷包蛋沾醋,3,男,体现出他很高贵,2024-04-23 03:48:47,0,0,凌水雨荷,江苏,否,https://i0.hdslb.com/bfs/face/de737cd746a96742c07ced6c213aa25cf0429d90.jpg
351,0,218125849696,179661104,战火线,6,男,罗翔老师，有个问题想请教一下：关于天津俩交警互殴这事，假设要定罪的话，这俩是算打架斗殴还是算袭警？[doge][doge][doge],2024-04-23 01:55:49,0,0,,广西,是,https://i2.hdslb.com/bfs/face/c56023b70f2bd144a7cb2026856d41a3620c7b87.jpg
352,0,218119914224,33206457,村多树,6,男,警察互殴算袭警吗？,2024-04-23 00:52:36,0,1,只有一个避难所，一副药方，那就是:艺术和创作……,贵州,是,http://i0.hdslb.com/bfs/face/d0259de9feb89a2e82e01426f44bceaf233baab0.jpg
353,0,218113584736,1081407983,还寝梦佳期8,4,保密,@罗翔说刑法 可以讲开车让右问题吗，一个白车红车在无指示情况发生车祸那个视频,2024-04-22 23:16:26,0,0,,山东,否,https://i2.hdslb.com/bfs/face/367cf5ba6f865533e1823b09adc179300ac702ee.jpg
354,0,218098249200,3546665984198697,橘子汽水西瓜籽,2,保密,罗翔老师请问最近重庆燃气事件车德臣的行为按照法律应该怎么判？我不相信仅仅只是被免职这么简单[生气][生气][生气][抱拳][抱拳][抱拳],2024-04-22 16:37:46,0,0,,重庆,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
355,0,218095650144,11407184,苏轩一定会中奖,2,保密,谢谢老师的分享[龙年][龙年][龙年],2024-04-22 16:15:19,0,1,,重庆,否,https://i2.hdslb.com/bfs/face/57c2335399929bd17da8845806eaa1eda077096d.jpg
356,0,218091616224,403894200,队长_卡皮塔诺,6,男,逝者为大,2024-04-22 15:43:39,0,0,哦豁，肝帝陨落,广东,否,https://i0.hdslb.com/bfs/face/2ef89082341915fff2b4d20afe6c1b8f092f905b.jpg
357,0,218089728912,3493112099900029,考生菌,5,男,我好像发现了一个电子生命（公x开）我现在要来试验一下：白城医专,2024-04-22 15:31:24,0,0,,江西,否,https://i1.hdslb.com/bfs/face/6040cc31eea263b0e0c757e3e2ee709baa463286.jpg
358,0,218089084912,382949508,言之命至YuJaeSeok,6,男,罗老师如何评价同行擦边@是小冰心啊 [吃瓜],2024-04-22 15:27:03,2,0,好好好,广东,否,https://i0.hdslb.com/bfs/face/b9e9c1f2b3e21631cf5ab41aa47273167721d16b.jpg
359,218089084912,218169035536,362528951,惜-宸,3,保密,哈哈,2024-04-23 08:12:35,0,0,,山东,否,https://i2.hdslb.com/bfs/face/ef503a75137255e709bc70a361dbdbec761afd60.jpg
360,218089084912,218169200720,362528951,惜-宸,3,保密,罗翔老师也擦[doge],2024-04-23 08:12:46,0,0,,山东,否,https://i2.hdslb.com/bfs/face/ef503a75137255e709bc70a361dbdbec761afd60.jpg
361,0,218086352784,280707001,韩湘子大战铁拐李,4,保密,不得不提到电影《her》[辣眼睛],2024-04-22 15:08:37,0,0,,江西,否,http://i1.hdslb.com/bfs/face/e2137069cf017c0d0f868b7e64c7d5985980a310.jpg
362,0,218083266832,40664589,路过的正E人,6,男,如果小偷进入高层楼房偷窃，然后发现主人回家然后跳楼逃跑死亡属于畏罪自杀吗？还是不算畏罪，只是单纯自杀？如果主人进入房间发现小偷并且追击或者只是为了抓住小偷，结果间接导致小偷自己跳楼死亡（没有在小偷跳楼时有触碰或推搡），又要怎么判断小偷的行为和主人是否有责任？,2024-04-22 14:49:40,0,1,吟游歌者（DJ）我最爱！,新疆,是,https://i0.hdslb.com/bfs/face/1a775908928d670d0e4a4d55679f7e0c45931fef.jpg
363,0,218081429360,3537118041213344,啥名字好听我就是啥,4,保密,本人被校园霸凌，被打十几拳被踹七八脚，报警没结果，欺凌者没被拘留，反倒成了保护保护对象，原因就是说我怎么这么能,2024-04-22 14:38:11,2,1,"呜呜呜
",山东,否,https://i2.hdslb.com/bfs/face/45b8173a1d55c0e077530c3a1799de373c0edd9f.jpg
364,218081429360,218169280640,362528951,惜-宸,3,保密,你怎么这么能？快去自首吧,2024-04-23 08:13:11,0,1,,山东,否,https://i2.hdslb.com/bfs/face/ef503a75137255e709bc70a361dbdbec761afd60.jpg
365,218169280640,218173113360,3537118041213344,啥名字好听我就是啥,4,保密,回复 @惜-宸 :我就是被欺凌的那个,2024-04-23 08:48:47,0,1,"呜呜呜
",山东,否,https://i2.hdslb.com/bfs/face/45b8173a1d55c0e077530c3a1799de373c0edd9f.jpg
366,0,218078214016,279662777,拗青花,6,男,复活别人的亲人呢[妙啊],2024-04-22 14:18:17,0,1,逮捕周树人,浙江,否,https://i2.hdslb.com/bfs/face/55ee311ae27042f9df7096ef040595e6a95e7ae0.jpg
367,0,218073793920,3546646751218345,享受平淡生活,2,男,罗老师，请你帮帮我，我需要你的帮助，我跟我孩子被我老婆下毒，现在说证据不足拿她没办法，我不知道该怎么办了！请你帮帮我,2024-04-22 13:49:58,1,1,大家好，我是一名被自己老婆下毒的人，她连孩子都不肯放过，我跟我儿子在2023年7月份的时候被她无情毒害，后发现的早送成都华西医院抢救过来了！,四川,否,https://i1.hdslb.com/bfs/face/3c69d4479fc41308ed1a3671ba53ba59dbcd9fa0.jpg
368,218073793920,218176539760,3494374767856182,龺韦立,5,保密,？？,2024-04-23 09:16:20,0,0,眉头一皱，将众人护至身前,广东,是,https://i0.hdslb.com/bfs/face/054e3ad8db2ace40723619bb2e670a1b96225b91.jpg
369,0,218058691264,301462127,魔法海螺万岁,6,保密,水星记[大哭],2024-04-22 12:09:11,0,0,为什么不问问魔法海螺,浙江,否,https://i2.hdslb.com/bfs/face/e0a45860c6694f4481ec36c9a5f9859b73f3d0cc.jpg
370,0,218056289696,88473196,重装小兔19Cツ,6,男,问个问题，我和一个人出去吃饭，他喝酒我不喝酒。一顿饭吃完他喝了三瓶，我想回了，他不想回他还想喝，然后我们就此分开，他去喝酒我回家睡觉。就是他和我分开之后喝酒出事了，我会被追责吗？,2024-04-22 11:52:16,0,0,此生无悔入二次元,新疆,是,http://i1.hdslb.com/bfs/face/229d7b9741341c44e66b9aea52c09a955777e74b.jpg
371,0,218051083472,11778087,往日风起,6,男,想起了命运石之门0,2024-04-22 11:17:29,0,0,今天又是充满希望的一天,山西,是,https://i0.hdslb.com/bfs/face/1565910334f2d98ab3fbe50fb70c9fb438d54d1b.jpg
372,0,218047343728,3536014,昱雨听竹,6,男,就是个动态有声遗像,2024-04-22 10:52:39,1,2,"竹杖芒鞋轻胜马，一蓑烟雨任平生
因懒而宅的搬砖养家大叔",云南,是,https://i1.hdslb.com/bfs/face/6a08ccd5dc989518db73bbed0693df2212b25d7e.jpg
373,218047343728,229677234560,488939727,我进入了魔法世界,5,保密,没错啊,2024-07-04 15:41:09,0,0,,北京,是,https://i0.hdslb.com/bfs/face/953cac63a8f88c2c52b33003f3e03c3832123d98.png
374,0,218042038544,7811051,抓向你的骂骂,6,男,属于是过于会自我感动的顶级操作了，还有多做点这活以后系统锻炼熟了之后，老人没了用ai假装活着骗点东西应该有些许操作性,2024-04-22 10:17:18,0,0,乘客,山西,否,https://i2.hdslb.com/bfs/face/1852bcf238456b9189247495c1293d36066a5a58.jpg
375,0,218038861872,3546648049354858,华仙子,2,女,哈喽大家好，天青色等烟雨额我在等你,2024-04-22 09:55:33,0,0,世界因为有你更精彩,福建,否,https://i1.hdslb.com/bfs/face/e7e069c0c352d2a98a9e9d687b9c2f7ab1c00208.jpg
376,0,218037983712,2095095629,叮叮咚咚幽默闹钟,5,保密,带上她的眼睛,2024-04-22 09:48:50,0,0,,安徽,否,https://i2.hdslb.com/bfs/face/f5c54f9ee2e89b5654bfb92b21e8d7bd970feda6.jpg
377,0,218020857920,111832809,不会点赞的清秋,3,保密,老师，讲讲白城医专的事，为她发声吧,2024-04-22 07:16:01,0,0,,福建,否,https://i0.hdslb.com/bfs/face/3e51dcb57118dae89460558a9002f34184b90965.jpg
